Version ID	Master ID	Skeletal code	Publication	Method for Determining Date (including any warnings)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Group ID	Locality	Country	Lat.	Long.	Data type	No. Libraries	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Family ID and position within family	Y haplogroup in terminal mutation notation (automatically called)	Y haplogroup  in ISOGG v15.73 notation (automatically called)	mt haplogroup	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	LibraryID(s)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	SNP >=30000	Not questionable	 Not 1d relative of another high coverage sample	1240k data	UDG treated or modern or expected low damage due to diploid consensus calling	Coarse Subregion	Fine Subregion	Period	P-value for qpAdm (2-way model) (Balkan_N new)	EEF (2-way model)	EEF err. (2-way model)	P-value for qpAdm (3-way model)	WHG (3-way model)	EEF (3-way model)	Steppe (3-way model)	WHG err. (3-way model)	EEF err. (3-way model)	Steppe err. (3-way model)	Z-score for non-zero Steppe ancestry	Maximum P-value for 2-way and 3-way qpAdm	Filter 0: >=30000 SNPs, PASS assessment, relevant period, not a first degree relative of higher coverage individuals)	Filter 1: Filter 0 plus p>0.01 qpAdm 3-way or qpAdm 2-way	Filter 1 alternative: Version of Filter 1 but with subregional classifications in the Iron Age	"Filter 2: Filter 1 +  significant outliers by qpWave from other individuals of the comparison group that are not labeled as ""Ignore"" or  outlier; for ""Neolithic"" we also reject if Z>2.58 for steppe ancestry. We label all individuals where non-Ignore individuals are P<0.05 or less after the first is significant at P<0.005 as extreme outliers"	Filter 2 comparison group	P-values from main comparison group (from 1240k data when a 1240k sample, from all samples when a .SG sample)
TRPTN_613.SG	613	Sk.1/880	ScheibAnnHumBio2019	Direct: IntCal20	5639	31	3766-3642 calBCE (4921±24 BP, SUERC-49837)	England_Trumpington_N_brother.TRPTN_611.SG	England, Cambridgeshire, Trumpington Meadows	United Kingdom	52.17	0.1	Shotgun	..	1.260791	823945	M	n/a (no relatives detected)	I-Y3709	I2a1b1a1a1	K1a + 196	ds.minus	..	PASS	Literature	1	1	0	0	0	England.and.Wales	England.EastAnglia	N	0.558703	0.786	0.014	0.393272	0.212	0.776	0.012	0.015	0.017	0.018	0.7	0.558703	Do not pool into main transects (1d relative of another higher coverage sample)	Ignore_England.and.Wales_N	Ignore_England.EastAnglia_N	Ignore_England.and.Wales_N	England.and.Wales_N	0.077218
I2633	I2633	GENSCOT05, Site B	OlaldeNature2018	Direct: IntCal20	5639	35	3768-3638 calBCE (4911±32 BP, SUERC-68634)	Scotland_N	Scotland, Tulloch of Assery	United Kingdom	58.53	-3.603	1240K	1	2.833	723739	F	n/a (no relatives detected)	n/a (female)	n/a (female)	T2e1	ds.half	S2633.E1.L1	PASS	batch.flag, mtcontam=[0.961,0.978]	1	1	1	1	1	Scotland	Scotland.Northeast	N	0.279064	0.758	0.013	0.716399	0.233	0.74	0.027	0.015	0.017	0.017	1.6	0.716399	Use	Scotland_N	Scotland.Northeast_N	Scotland_N	Scotland_N	0.298531
I2659	I2659	GENSCOT28	OlaldeNature2018	Direct: IntCal20	5637	31	3766-3640 calBCE (4914±27 BP, SUERC-68702)	Scotland_N	Scotland, Distillery Cave	United Kingdom	56.41	-5.471	1240K	1	2.985	792000	F	n/a (no relatives detected)	n/a (female)	n/a (female)	H1c	ds.half	S2659.E1.L1	PASS	..	1	1	1	1	1	Scotland	Scotland.West	N	0.883952	0.766	0.013	0.618449	0.234	0.761	0.005	0.016	0.017	0.019	0.3	0.883952	Use	Scotland_N	Scotland.West_N	Scotland_N	Scotland_N	0.252671
NC2f	I21390	P6470; 5880	FowlerOlaldeNature2021	Direct: IntCal20	5630	28	3761-3637 calBCE (4905±25 BP, PSUAMS-9677)	England_N_Megalithic	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	51.861211	-1.883011	1240K	1	2.862	827951	F	n/a (no relatives detected)	n/a (female)	n/a (female)	U8b1b	ds.half	S21390.Y1.E2.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Southcentral	N	0.001391	0.769	0.014	0.427164	0.205	0.729	0.066	0.016	0.017	0.018	3.7	0.427164	Use	England.and.Wales_N	England.Southcentral_N	England.and.Wales_N_highSteppe	England.and.Wales_N	0.130754
SC10f	I13889	P1104; 10213	FowlerOlaldeNature2021	Direct: IntCal20	5624	27	3751-3636 calBCE (4895±25 BP, PSUAMS-9671)	England_N_Megalithic	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	51.861211	-1.883011	1240K	1	2.943467	832588	F	n/a (no relatives detected)	n/a (female)	n/a (female)	K1b1a1d	ds.half	S13889.Y1.E2.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Southcentral	N	0.06929	0.779	0.013	0.178401	0.21	0.756	0.034	0.015	0.017	0.017	2	0.178401	Use	England.and.Wales_N	England.Southcentral_N	England.and.Wales_N	England.and.Wales_N	0.42708
I12312	I12312	UC-001	This study	Direct: IntCal20	5624	27	3751-3636 calBCE (4895±25 BP, PSUAMS-5771)	Scotland_N_o	Scotland, Argyll and Bute, Isle of Ulva, Ulva Cave	United Kingdom	56.467475	-6.172222	1240K	1	0.030959	36151	M	n/a (no relatives detected)	I-M436	I2a1b	K1a+195	ds.half	S12312.E1.L1	PASS	..	1	1	1	1	1	Scotland	Scotland.West	N	0.379456	0.573	0.027	0.88325	0.404	0.535	0.061	0.031	0.037	0.043	1.4	0.88325	Use	Scotland_N	Scotland.West_N	Scotland_N_extremelowEEF	Scotland_N	0
I2691	I2691	GENSCOT30	OlaldeNature2018	Direct: IntCal20	5613	29	3710-3632 calBCE (4881±25 BP, SUERC-68704)	Scotland_N_mediumlowEEF	Scotland, Distillery Cave	United Kingdom	56.41	-5.471	1240K	1	3.456	769451	M	n/a (no relatives detected)	I-Y10626	I2a1b1a1a2~	J1c1	ds.half	S2691.E1.L2	PASS	damage.ds.half=0.049	1	1	1	1	1	Scotland	Scotland.West	N	0.009405	0.678	0.015	0.113906	0.307	0.648	0.045	0.016	0.018	0.017	2.6	0.113906	Use	Scotland_N	Scotland.West_N	Scotland_N_lowEEF	Scotland_N	0
SE3m	I21385	P6480; 3666/3978; P6465	FowlerOlaldeNature2021	Context: Date(s) from same site (I13893, I21389, I13898, I13892)	5600	173	3950-3350 BCE	England_N_Megalithic	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	51.861211	-1.883011	1240K	2	3.3776	919180	M	England, Gloucestershire, Cheltenham, Hazleton North Family B (2 members) (I13890-I21385 have a 3d or more distant relationship)	I-S21825	I2a1a1b	K1d	ds.half,ds.half	S21385.Y1.E2.L1,S21396.Y1.E2.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Southcentral	N	0.164583	0.802	0.013	0.056521	0.2	0.799	0.001	0.015	0.016	0.018	0.1	0.164583	Use	England.and.Wales_N	England.Southcentral_N	England.and.Wales_N	England.and.Wales_N	0.324615
NE3m	I13897	P1122; 5120	FowlerOlaldeNature2021	Context: Date(s) from same site (I13893, I21389, I13898, I13892)	5600	173	3950-3350 BCE	England_N_Megalithic	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	51.861211	-1.883011	1240K	1	4.249435	790476	M	n/a (no relatives detected)	I-Y3712	I2a1b1a1a1b	V	ds.half	S13897.Y1.E2.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Southcentral	N	0.228148	0.791	0.014	0.571582	0.2	0.77	0.029	0.015	0.017	0.017	1.7	0.571582	Use	England.and.Wales_N	England.Southcentral_N	England.and.Wales_N	England.and.Wales_N	0.833256
NC10m	I13899	P1124; 8336	FowlerOlaldeNature2021	Context: Date(s) from same site (I13893, I21389, I13898, I13892)	5600	173	3950-3350 BCE	England_N_Megalithic	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	51.861211	-1.883011	1240K	1	2.114702	752203	M	n/a (no relatives detected)	I-Y3712	I2a1b1a1a1b	U3a1	ds.half	S13899.Y1.E2.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Southcentral	N	0.402728	0.793	0.013	0.26108	0.203	0.783	0.014	0.015	0.016	0.018	0.8	0.402728	Use	England.and.Wales_N	England.Southcentral_N	England.and.Wales_N	England.and.Wales_N	0.711653
SP4m	I13890	P1105; 7403	FowlerOlaldeNature2021	Context: Date(s) from same site (I13893, I21389, I13898, I13892)	5600	173	3950-3350 BCE	England_N_Megalithic	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	51.861211	-1.883011	1240K	1	3.655545	805304	M	United Kingdom, England, Gloucestershire, Cheltenham, Hazleton North Family A (2 members) (I13892-I13890 have a 2d or 3d relationship)	I-L1193	I2a1b1a1a1b	T2e1	ds.half	S13890.Y1.E2.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Southcentral	N	0.368367	0.783	0.013	0.338345	0.211	0.77	0.019	0.015	0.016	0.017	1.1	0.368367	Use	England.and.Wales_N	England.Southcentral_N	England.and.Wales_N	England.and.Wales_N	0.531494
I5359	I5359	19.210/28.593	OlaldeNature2018	Context: Archaeological - Period	5600	202	4000-3300 BCE	Wales_N	Wales, Glamorgan, Tinkinswood	United Kingdom	51.451447	-3.307873	1240K	1	0.733	522842	M	n/a (no relatives detected)	I-Y3709	I2a1b1a1a1	H5	ds.half	S5359.L1	PASS	..	1	1	1	1	1	England.and.Wales	Wales.South	N	0.126568	0.788	0.014	0.087392	0.207	0.772	0.022	0.015	0.018	0.019	1.2	0.126568	Use	England.and.Wales_N	Wales.South_N	England.and.Wales_N	England.and.Wales_N	0.170537
I5371	I5371	ORC_II_95.2	OlaldeNature2018	Context: Archaeological - Period	5600	202	4000-3300 BCE	Scotland_N	Scotland, Oban, Raschoille	United Kingdom	56.414567	-5.469178	1240K	1	0.363	329004	F	n/a (no relatives detected)	n/a (female)	n/a (female)	H4a1a2a	ds.half	S5371.L1	PASS	mtcontam=[0.944,0.969]	1	1	1	1	1	Scotland	Scotland.West	N	0.671025	0.73	0.015	0.759777	0.262	0.72	0.018	0.018	0.018	0.021	0.9	0.759777	Use	Scotland_N	Scotland.West_N	Scotland_N_lowEEF	Scotland_N	0.000438
I5370	I5370	ORC_III 12.10	OlaldeNature2018	Context: Archaeological - Period	5600	202	4000-3300 BCE	Scotland_N	Scotland, Oban, Raschoille	United Kingdom	56.414567	-5.469178	1240K	1	0.044	49853	F	n/a (no relatives detected)	n/a (female)	n/a (female)	K1a+195	ds.half	S5370.L1	PASS	..	1	1	1	1	1	Scotland	Scotland.West	N	0.13736	0.737	0.022	0.075797	0.251	0.715	0.034	0.026	0.032	0.037	0.9	0.13736	Use	Scotland_N	Scotland.West_N	Scotland_N	Scotland_N	0.210492
I2796	I2796	GENSCOT79	Additional data on individual first reported in OlaldeNature2018; see original publication for archaeological context	Direct (WARNING TO MARINE CALIBRATE IN Intcal20): IntCal13 adjusted for marine offset by Rick Schulting	5571	49	3706-3536 calBCE (4856±33 BP, SUERC-69074)	Scotland_N	Scotland, Orkney, Point of Cott	United Kingdom	59.3101	-2.940715	1240K	3	0.061214	69412	M	n/a (no relatives detected)	I-L161	I2a1a2	H3	ds.half,ds.half,ds.half	S2796.E1.L1,S2796.E1.L2,S2796.E1.L3	PASS	..	1	1	1	1	1	Scotland	Scotland.Orkney	N	0.00437	0.769	0.02	0.892924	0.193	0.702	0.106	0.023	0.028	0.031	3.4	0.892924	Use	Scotland_N	Scotland.Orkney_N	Scotland_N_highSteppe	Scotland_N	0.053078
NE1m	I13898	P1123; 5199; P6466	FowlerOlaldeNature2021	Direct: IntCal20	5569	65	3764-3521 calBCE (4850±50 BP, GrA-24508)	England_N_Megalithic	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	51.861211	-1.883011	1240K	2	3.814117	883490	M	n/a (no relatives detected)	I-Y3709	I2a1b1a1a1	K1a3a1	ds.half,ds.half	S13898.Y1.E2.L1,S21386.Y1.E2.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Southcentral	N	0.00022	0.821	0.013	0.474452	0.15	0.778	0.072	0.015	0.016	0.018	4	0.474452	Use	England.and.Wales_N	England.Southcentral_N	England.and.Wales_N_highSteppe	England.and.Wales_N	0.000477
I2634	I2634	GENSCOT06	OlaldeNature2018	Direct: IntCal20	5567	51	3707-3528 calBCE (4851±34 BP, SUERC-68638)	Scotland_N	Scotland, Tulach an t'Sionnach	United Kingdom	58.54	-3.598	1240K	2	0.775	469291	M	n/a (no relatives detected)	I-L161	I2a1a2	U2+152	ds.half,ds.half	S2634.E1.L2,S2634.E2.L2(library doesn't exist)	PASS	..	1	1	1	1	1	Scotland	Scotland.Northeast	N	0.118068	0.785	0.014	0.095852	0.207	0.768	0.025	0.016	0.018	0.019	1.3	0.118068	Use	Scotland_N	Scotland.Northeast_N	Scotland_N	Scotland_N	0.242761
I12314	I12314	CMB-002; CMB-003; CMB-004; CMB-006	This study	Direct: IntCal20; R_combine	5551	44	3647-3533 calBCE (4832±14 BP) [R_combine: (4830±25 BP, PSUAMS-5772); (4840±30 BP, PSUAMS-5773); (4830±25 BP, PSUAMS-5774); (4830±25 BP, PSUAMS-5776)]	Scotland_N	Scotland, Argyll and Bute, Oban, Carding Mill Bay II	United Kingdom	56.407222	-5.490556	1240K	7	0.940265	634280	F	United Kingdom, Scotland, Oban, Carding Mill Bay II Family A (2 members) (I12313 and I12314 are possibly 1st degree relatives)	n/a (female)	n/a (female)	T2b	ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half	S12314.E1.L1,S12315.E1.L1,S12316.E1.L1,S12318.E1.L1,S12318.E1.L2,S12318.E1.L5,S12318.E1.L4,S12318.E1.L3	PASS	..	1	1	1	1	1	Scotland	Scotland.West	N	0.77857	0.511	0.016	0.555135	0.484	0.507	0.009	0.018	0.019	0.019	0.5	0.77857	Use	Scotland_N	Scotland.West_N	Scotland_N_extremelowEEF	Scotland_N	0
I3068	I3068	CPC03066	OlaldeNature2018	Direct: IntCal20	5533	42	3648-3528 calBCE (4820±34 BP, UBA-29003)	England_N	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	53.079803	-1.640942	1240K	1	0.856	584259	M	n/a (no relatives detected)	I-L1193	I2a1b1a1a1b	T2c1d1	ds.half	S3068.L1	PASS	damage.ds.half=0.02, low.X.chrom.contamination	1	1	1	1	1	England.and.Wales	England.Midlands	N	0.832902	0.776	0.014	0.591458	0.223	0.77	0.007	0.016	0.017	0.018	0.4	0.832902	Use	England.and.Wales_N	England.Midlands_N	England.and.Wales_N	England.and.Wales_N	0.405853
I3033	I3033	SB 462A2	BraceDiekmannNatureEcologyEvolution2019	Direct: IntCal20	5533	49	3700-3518 calBCE (4819±42 BP, UBA-32284)	Wales_N	Wales, Pembrokeshire, Caldey Island, Ogof-Yr-Ychen	United Kingdom	51.63253	-4.692903	1240K	1	0.09	99373	F	n/a (no relatives detected)	n/a (female)	n/a (female)	H	ds.half	S3033.L1	PASS	batch.flag, mtcontam=[0.939,0.958]	1	1	1	1	1	England.and.Wales	Wales.South	N	0.212645	0.798	0.017	0.410923	0.186	0.77	0.044	0.02	0.024	0.027	1.6	0.410923	Use	England.and.Wales_N	Wales.South_N	England.and.Wales_N	England.and.Wales_N	0.270385
I6747	I6747	SB 381B3	BraceDiekmannNatureEcologyEvolution2019	Direct: IntCal20	5528	42	3645-3526 calBCE (4808±35 BP, UB-29004)	England_N	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	53.079803	-1.640942	1240K	1	3.742309	824027	M	n/a (no relatives detected)	I-Y3709	I2a1b1a1a1	J1c1b	ds.half	S6747.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Midlands	N	0.133811	0.807	0.013	0.132498	0.184	0.791	0.025	0.015	0.016	0.018	1.4	0.133811	Use	England.and.Wales_N	England.Midlands_N	England.and.Wales_N	England.and.Wales_N	0.276193
I6755	I6755	SB 467A3	BraceDiekmannNatureEcologyEvolution2019	Direct: IntCal20	5528	40	3644-3527 calBCE (4808±32 BP, OxA-13539)	England_N	England, North Yorkshire, Ha Cave, Giggleswick Scar	United Kingdom	54.074439	-2.287284	1240K	1	0.507274	423271	M	n/a (no relatives detected)	I-Y3712	I2a1b1a1a1b	K	ds.half	S6755.L1	QUESTIONABLE	mtcontam=[0.86,0.883],  Xcontam=[0.002,0.033]	1	0	1	1	1	England.and.Wales	England.North	N	0.853439	0.786	0.013	0.739063	0.22	0.789	-0.009	0.016	0.017	0.019	-0.5	0.853439	Do not pool into main transects (QUESTIONABLE)	Ignore_England.and.Wales_N	Ignore_England.North_N	Ignore_England.and.Wales_N	England.and.Wales_N	0.907906
I6759	I6759	Skull No. 1	OlaldeNature2018	Direct (WARNING MISSING LAB CODE): IntCal20	5527	39	3641-3526 calBCE (4801±31 BP)	England_N	England, North Yorkshire, Kelco Cave, Giggleswick Scar	United Kingdom	54.0744391	-2.2872841	1240K	1	2.546105	758493	M	n/a (no relatives detected)	I-L161	I2a1a2	J1	ds.half	S6759.L1	PASS	Xcontam=[0.008,0.015]	1	1	1	1	1	England.and.Wales	England.North	N	0.059362	0.761	0.013	0.514658	0.226	0.734	0.039	0.014	0.017	0.017	2.3	0.514658	Use	England.and.Wales_N	England.North_N	England.and.Wales_N	England.and.Wales_N	0.50499
SC6m	I13891	P1106; 11062	FowlerOlaldeNature2021	Direct: IntCal20	5526	36	3640-3528 calBCE (4800±25 BP, PSUAMS-9672)	England_N_Megalithic	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	51.861211	-1.883011	1240K	1	1.327018	678401	M	n/a (no relatives detected)	I-Y3709	I2a1b1a1a1	U5b1+16189+@16192	ds.half	S13891.Y1.E2.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Southcentral	N	0.654091	0.785	0.014	0.62237	0.211	0.773	0.015	0.016	0.018	0.018	0.8	0.654091	Use	England.and.Wales_N	England.Southcentral_N	England.and.Wales_N	England.and.Wales_N	0.633754
I6746	I6746	SB 350C3	BraceDiekmannNatureEcologyEvolution2019	Direct: IntCal20	5526	54	3697-3384 calBCE (4809±45 BP, UBA-30800)	England_N	England, Somerset, Burrington Combe, Aveline's Hole	United Kingdom	51.324706	-2.753248	1240K	1	0.925983	605166	F	n/a (no relatives detected)	n/a (female)	n/a (female)	U5b1+16189+@16192	ds.half	S6746.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Southwest	N	0.117622	0.78	0.013	0.041848	0.219	0.774	0.007	0.015	0.017	0.017	0.4	0.117622	Use	England.and.Wales_N	England.Southwest_N	England.and.Wales_N	England.and.Wales_N	0.484762
I6761	I6761	Skull 4 (R3688/130)	OlaldeNature2018	Context: Archaeological - Period	5525	43	3650-3500 BCE	England_N	England, Sussex, Brighton, Whitehawk	United Kingdom	50.828981	-0.112825	1240K	1	0.842174	539536	F	n/a (no relatives detected)	n/a (female)	n/a (female)	K1a+195	ds.half	S6761.L1	PASS	mtcontam=[0.952,0.969]	1	1	1	1	1	England.and.Wales	England.Southeast	N	0.07248	0.793	0.013	0.08956	0.197	0.776	0.027	0.015	0.016	0.017	1.6	0.08956	Use	England.and.Wales_N	England.Southeast_N	England.and.Wales_N	England.and.Wales_N	0.443695
I3039	I3039	SB 493A2	BraceDiekmannNatureEcologyEvolution2019	Context: Archaeological - Period	5525	43	3650-3500 BCE	England_N_1d.rel.I6761	England, Sussex, Brighton, Whitehawk	United Kingdom	50.828981	-0.112825	1240K	1	0.116	126366	M	n/a (no relatives detected)	I-Y3259	I2a1b1	R	ds.plus	S3039.L1	PASS	batch.flag, mtcontam=[0.944,0.96]	1	1	0	1	1	England.and.Wales	England.Southeast	N	0.273252	0.798	0.016	0.421806	0.19	0.773	0.037	0.019	0.023	0.026	1.4	0.421806	Do not pool into main transects (1st degree relative of another higher coverage individual)	Ignore_England.and.Wales_N	Ignore_England.Southeast_N	Ignore_England.and.Wales_N	England.and.Wales_N	0.552865
I3040	I3040	SB 495A2	BraceDiekmannNatureEcologyEvolution2019	Context: Archaeological - Period	5525	43	3650-3500 BCE	England_N	England, Sussex, Brighton, Whitehawk	United Kingdom	50.828981	-0.112825	1240K	1	0.161	170002	M	n/a (no relatives detected)	I-Y3259	I2a1b1	U8b	ds.plus	S3040.L1	QUESTIONABLE	mtcontam=[0.911,0.933]	1	0	1	1	1	England.and.Wales	England.Southeast	N	0.086066	0.801	0.015	0.155961	0.185	0.776	0.039	0.018	0.02	0.023	1.7	0.155961	Do not pool into main transects (QUESTIONABLE)	Ignore_England.and.Wales_N	Ignore_England.Southeast_N	Ignore_England.and.Wales_N	England.and.Wales_N	0.238695
I2635	I2635	GENSCOT07, Site A	OlaldeNature2018	Direct: IntCal20	5523	47	3647-3517 calBCE (4796±37 BP, SUERC-68639)	Scotland_N	Scotland, Tulloch of Assery	United Kingdom	58.53	-3.603	1240K	1	3.22	745885	M	n/a (no relatives detected)	I-A8742	I2a1a2a1a2a	U5b1+16189+@16192	ds.half	S2635.E1.L1	PASS	batch.flag	1	1	1	1	1	Scotland	Scotland.Northeast	N	0.007645	0.805	0.013	0.213295	0.173	0.774	0.053	0.015	0.016	0.018	2.9	0.213295	Use	Scotland_N	Scotland.Northeast_N	Scotland_N_highSteppe	Scotland_N	0.261528
NE4m	I13893	P1108; 5037-1	FowlerOlaldeNature2021	Direct: IntCal20	5517	62	3653-3380 calBCE (4800±50 BP, GrA-24504)	England_N_Megalithic	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	51.861211	-1.883011	1240K	2	4.641	875943	M	n/a (no relatives detected)	I-Y3709	I2a1b1a1a1	K1a4	ds.half,ss.half	S13893.Y1.E2.L1,S20820.Y1.E1.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Southcentral	N	0.663033	0.796	0.013	0.35033	0.205	0.793	0.002	0.014	0.016	0.017	0.1	0.663033	Use	England.and.Wales_N	England.Southcentral_N	England.and.Wales_N	England.and.Wales_N	0.587367
I3135	I3135	ORC_III_19.1	OlaldeNature2018	Direct: IntCal20	5517	52	3638-3386 calBCE (4770±30 BP, PSUAMS-2068)	Scotland_N_mediumlowEEF	Scotland, Argyll and Bute, Oban, Raschoille Cave	United Kingdom	56.4033333	-5.478056	1240K	1	4.588	775195	M	n/a (no relatives detected)	I-L1193	I2a1b1a1a1b	U5b2a+@16192	ds.half	S3134.E1.L1	PASS	..	1	1	1	1	1	Scotland	Scotland.West	N	0.256163	0.627	0.015	0.113768	0.37	0.62	0.01	0.017	0.018	0.018	0.6	0.256163	Use	Scotland_N	Scotland.West_N	Scotland_N_lowEEF	Scotland_N	0
I5366	I5366	Shaft 27	OlaldeNature2018	Direct: IntCal20	5516	54	3641-3384 calBCE (4775±34 BP, OxA-34470)	England_N	England, Sussex, Cissbury	United Kingdom	50.860903	-0.399007	1240K	1	0.9	572594	F	n/a (no relatives detected)	n/a (female)	n/a (female)	X2b+226	ds.half	S5366.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.Southeast	N	0.622975	0.8	0.014	0.565109	0.196	0.789	0.015	0.015	0.017	0.018	0.8	0.622975	Use	England.and.Wales_N	England.Southeast_N	England.and.Wales_N	England.and.Wales_N	0.381117
I6757	I6757	SB 470A3	BraceDiekmannNatureEcologyEvolution2019	Direct: IntCal20	5493	73	3642-3378 calBCE (4766±48 BP, UBA-32285)	England_N	England, North Yorkshire, Attermire Scar, Jubilee Cave	United Kingdom	54.081683	-2.27362	1240K	1	3.280994	804113	M	n/a (no relatives detected)	I-Y3712	I2a1b1a1a1b	J1c9	ds.half	S6757.L1	PASS	..	1	1	1	1	1	England.and.Wales	England.North	N	0.032501	0.775	0.014	0.029936	0.215	0.758	0.028	0.016	0.017	0.018	1.6	0.032501	Use	England.and.Wales_N	England.North_N	England.and.Wales_N	England.and.Wales_N	0.10927
I12313	I12313	CMB-001	This study	Context: Date(s) from same site (I12314, I12317)	5475	101	3700-3350 BCE	Scotland_N_possible.1d.rel.I12314_lc	Scotland, Argyll and Bute, Oban, Carding Mill Bay II	United Kingdom	56.407222	-5.490556	1240K	1	0.007069	8278	F	United Kingdom, Scotland, Oban, Carding Mill Bay II Family A (2 members) (I12313 and I12314 are possibly 1st degree relatives)	n/a (female)	n/a (female)	T2b	ds.half	S12313.E1.L1	PASS	..	0	1	0	1	1	Scotland	Scotland.West	N	0.000055	0.581	0.047	0.487054	0.268	0.331	0.401	0.056	0.071	0.09	4.5	0.487054	Do not pool into main transects (1st degree relative of another higher coverage individual) (<30000 SNPs)	Ignore_Scotland_N	Ignore_Scotland.West_N	Ignore_Scotland_N_highSteppe	Scotland_N	0.000005
I3134	I3134	ORC_III_17.21	OlaldeNature2018	Direct: IntCal20	5461	83	3630-3377 calBCE (4730±25 BP, PSUAMS-2155)	Scotland_N	Scotland, Argyll and Bute, Oban, Raschoille Cave	United Kingdom	56.4033333	-5.478056	1240K	1	4.652	790614	M	n/a (no relatives detected)	I-Y3709	I2a1b1a1a1	T2	ds.half	S3133.E1.L1	PASS	..	1	1	1	1	1	Scotland	Scotland.West	N	0.444149	0.761	0.014	0.234905	0.245	0.764	-0.008	0.016	0.017	0.018	-0.4	0.444149	Use	Scotland_N	Scotland.West_N	Scotland_N	Scotland_N	0.113313
I12317	I12317	CMB-005	This study	Direct: IntCal20	5448	83	3629-3377 calBCE (4725±25 BP, PSUAMS-5775)	Scotland_N_mediumlowEEF	Scotland, Argyll and Bute, Oban, Carding Mill Bay II	United Kingdom	56.407222	-5.490556	1240K	1	1.057181	637659	M	n/a (no relatives detected)	I-A8742	I2a1a2a1a2a	H5	ds.half	S12317.E1.L1	PASS	..	1	1	1	1	1	Scotland	Scotland.West	N	0.004673	0.698	0.014	0.001152	0.3	0.69	0.01	0.016	0.018	0.018	0.6	0.004673	Use	Ignore_Scotland_N	Ignore_Scotland.West_N	Ignore_Scotland_N_lowEEF	Scotland_N	0
I3133	I3133	ORC_III_10.4	OlaldeNature2018	Direct: IntCal20	5446	83	3627-3377 calBCE (4725±20 BP, PSUAMS-2154)	Scotland_N	Scotland, Argyll and Bute, Oban, Raschoille Cave	United Kingdom	56.4033333	-5.478056	1240K	1	4.569	783580	M	n/a (no relatives detected)	I-L161	I2a1a2	K1a+195	ds.half	S3132.E1.L1	PASS	..	1	1	1	1	1	Scotland	Scotland.West	N	0.107251	0.751	0.014	0.060203	0.243	0.739	0.018	0.015	0.017	0.018	1	0.107251	Use	Scotland_N	Scotland.West_N	Scotland_N	Scotland_N	0.106333
