Index	Version ID	Master ID	Skeletal code	Skeletal element	Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Publication	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Age at Death Estimate	Group ID	Locality	Country	Lat.	Long.	Data source	No. Libraries	Coverage on autosomal targets	SNPs hit on autosomal targets	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Y haplogroup  in ISOGG v15.73 notation (automatically called)	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 or published	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e..1	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	LibraryID(s)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Y haplogroup in terminal mutation notation (automatically called)	mt haplogroup	Method for Determining Date (including any warnings)	Data type	SNP >=30000	Not questionable	 Not 1d relative of another high coverage sample	1240k data	UDG treated or modern or expected low damage due to diploid consensus calling	Coarse Subregion	Fine Subregion	Period	P-value for qpAdm (2-way model) (Balkan_N new)	EEF (2-way model)	EEF err. (2-way model)	P-value for qpAdm (3-way model)	WHG (3-way model)	EEF (3-way model)	Steppe (3-way model)	WHG err. (3-way model)	EEF err. (3-way model)	Steppe err. (3-way model)	Z-score for non-zero Steppe ancestry	Maximum P-value for 2-way and 3-way qpAdm	Filter 0: >=30000 SNPs, PASS assessment, relevant period, not a first degree relative of higher coverage individuals)	Filter 1: Filter 0 plus p>0.01 qpAdm 3-way or qpAdm 2-way	Filter 1 alternative: Version of Filter 1 but with subregional classifications in the Iron Age	"Filter 2: Filter 1 +  significant outliers by qpWave from other individuals of the comparison group that are not labeled as ""Ignore"" or  outlier; for ""Neolithic"" we also reject if Z>2.58 for steppe ancestry. We label all individuals where non-Ignore individuals are P<0.05 or less after the first is significant at P<0.005 as extreme outliers"	Filter 2 comparison group	P-values from main comparison group (from 1240k data when a 1240k sample, from all samples when a .SG sample)
	HGDP01404.SDG	HGDP01404	..			BergstromScience2020	Modern	0	0	present		Adygei.SDG	Krasnodar	Russia	44	39	Shotgun.diploid		..	1132256		M		..																		PASS	..	..	..																								Adygei.SDG				
	HGDP00899.SDG	HGDP00899	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1138620		F		n/a (female)																		PASS	..	n/a (female)	..																								Russian.SDG				
	HGDP00901.SDG	HGDP00901	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1136094		F		n/a (female)																		PASS	..	n/a (female)	..																								Russian.SDG				
	HGDP00886.SDG	HGDP00886	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1139839		U		n/a (sex unknown)																		PASS	..	n/a (sex unknown)	..																								Russian.SDG				
	HGDP01360.SDG	HGDP01360	..			BergstromScience2020	Modern	0	0	present		Ignore_Basque.SDG	..	France	43	0	Shotgun.diploid		..	1139183		M		..																		PASS	..	..	..																								Ignore_Basque.SDG				
	HGDP00522.SDG	HGDP00522	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1135612		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.726	0.012	0.193773	0.101	0.468	0.431	0.012	0.015	0.018	23.9	0.193773	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	0.0
	HGDP00535.SDG	HGDP00535	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1137926		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.679	0.012	0.81655	0.142	0.422	0.436	0.013	0.015	0.018	24.2	0.81655	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	0.0
	HGDP00523.SDG	HGDP00523	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1138363		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.66	0.012	0.8275	0.156	0.429	0.415	0.013	0.014	0.018	23.1	0.8275	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	0.0
	HGDP00518.SDG	HGDP00518	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1138709		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.684	0.012	0.03438	0.151	0.466	0.384	0.014	0.016	0.019	20.2	0.03438	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	0.00012
	HGDP00531.SDG	HGDP00531	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1138041		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.706	0.011	0.30569	0.148	0.527	0.325	0.014	0.015	0.019	17.1	0.30569	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern	France.Switzerland_Modern	0.995637
	HGDP00537.SDG	HGDP00537	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1137151		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.731	0.012	0.01	0.115	0.474	0.411	0.013	0.016	0.018	22.8	0.01	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	0.0
	HGDP00528.SDG	HGDP00528	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1139141		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.677	0.012	0.000755	0.116	0.448	0.436	0.013	0.015	0.018	24.2	0.000755	Use	Ignore_France.Switzerland_Modern	Ignore_France_Modern	Ignore_France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	0.0
	HGDP00516.SDG	HGDP00516	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1134223		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.725	0.012	0.019238	0.108	0.489	0.403	0.013	0.015	0.018	22.4	0.019238	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	1e-06
	HGDP00895.SDG	HGDP00895	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1138188		M		..																		PASS	..	..	..																								Russian.SDG				
	HGDP00891.SDG	HGDP00891	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1138794		M		..																		PASS	..	..	..																								Russian.SDG				
	HGDP01362.SDG	HGDP01362	..			BergstromScience2020		0	0	present		Basque.SDG	..	France	43	0		..	..	1136252		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.698	0.011	0.107854	0.158	0.528	0.314	0.014	0.015	0.019	16.5	0.107854	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern	France.Switzerland_Modern	0.617938
	HGDP00529.SDG	HGDP00529	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1131960		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.707	0.012	0.279718	0.136	0.47	0.394	0.013	0.015	0.018	21.9	0.279718	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	0.000258
	HGDP00883.SDG	HGDP00883	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1135789		M		..																		PASS	..	..	..																								Russian.SDG				
	HGDP00515.SDG	HGDP00515	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1137967		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.711	0.012	0.066634	0.138	0.461	0.401	0.012	0.015	0.018	22.3	0.066634	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	0.0
	HGDP00882.SDG	HGDP00882	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1133709		M		..																		PASS	..	..	..																								Russian.SDG				
	HGDP00538.SDG	HGDP00538	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1133703		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.733	0.012	0.204191	0.111	0.495	0.394	0.013	0.015	0.018	21.9	0.204191	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	0.0
	HGDP01400.SDG	HGDP01400	..			BergstromScience2020	Modern	0	0	present		Adygei.SDG	Krasnodar	Russia	44	39	Shotgun.diploid		..	1136012		F		n/a (female)																		PASS	..	n/a (female)	..																								Adygei.SDG				
	HGDP01398.SDG	HGDP01398	..			BergstromScience2020	Modern	0	0	present		Adygei.SDG	Krasnodar	Russia	44	39	Shotgun.diploid		..	1135841		F		n/a (female)																		PASS	..	n/a (female)	..																								Adygei.SDG				
	HGDP01382.SDG	HGDP01382	..			BergstromScience2020	Modern	0	0	present		Adygei.SDG	Krasnodar	Russia	44	39	Shotgun.diploid		..	1136385		F		n/a (female)																		PASS	..	n/a (female)	..																								Adygei.SDG				
	HGDP00884.SDG	HGDP00884	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1133314		F		n/a (female)																		PASS	..	n/a (female)	..																								Russian.SDG				
	HGDP01376.SDG	HGDP01376	..			BergstromScience2020		0	0	present		Basque.SDG	..	France	43	0		..	..	1139609		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.695	0.011	0.130279	0.165	0.516	0.319	0.013	0.015	0.018	17.7	0.130279	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern	France.Switzerland_Modern	0.197499
	HGDP00889.SDG	HGDP00889	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1138800		F		n/a (female)																		PASS	..	n/a (female)	..																								Russian.SDG				
	HGDP01397.SDG	HGDP01397	..			BergstromScience2020	Modern	0	0	present		Adygei.SDG	Krasnodar	Russia	44	39	Shotgun.diploid		..	1138804		M		..																		PASS	..	..	..																								Adygei.SDG				
	HGDP00896.SDG	HGDP00896	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1138989		M		..																		PASS	..	..	..																								Russian.SDG				
	HGDP01386.SDG	HGDP01386	..			BergstromScience2020	Modern	0	0	present		Adygei.SDG	Krasnodar	Russia	44	39	Shotgun.diploid		..	1137867		F		n/a (female)																		PASS	..	n/a (female)	..																								Adygei.SDG				
	HGDP00525.SDG	HGDP00525	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1135766		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.703	0.012	0.000305	0.121	0.464	0.415	0.013	0.015	0.019	21.8	0.000305	Use	Ignore_France.Switzerland_Modern	Ignore_France_Modern	Ignore_France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	0.0
	HGDP00890.SDG	HGDP00890	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1139395		M		..																		PASS	..	..	..																								Russian.SDG				
	HGDP01403.SDG	HGDP01403	..			BergstromScience2020	Modern	0	0	present		Adygei.SDG	Krasnodar	Russia	44	39	Shotgun.diploid		..	1137234		M		..																		PASS	..	..	..																								Adygei.SDG				
	HGDP00893.SDG	HGDP00893	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1138215		M		..																		PASS	..	..	..																								Russian.SDG				
	HGDP00897.SDG	HGDP00897	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1138954		M		..																		PASS	..	..	..																								Russian.SDG				
	HGDP00517.SDG	HGDP00517	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1136931		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.711	0.012	0.005144	0.133	0.477	0.39	0.013	0.015	0.018	21.7	0.005144	Use	Ignore_France.Switzerland_Modern	Ignore_France_Modern	Ignore_France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	3e-06
	HGDP00799.SDG	HGDP00799	..			PattersonGenetics2012		0	..	0		Orcadian	Orkney Islands	United Kingdom	59	-3		..	..	589561		F	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	..	HumanOrigins	1.0	1.0	1.0	0.0	1.0	Scotland	Scotland.Orkney	Modern	0.0	0.661	0.013	0.248982	0.164	0.388	0.448	0.014	0.017	0.02	22.4	0.248982	Use	Scotland_Modern	Scotland.Orkney_Modern	Scotland_Modern	Scotland_Modern	0.644799
	HGDP00885.SDG	HGDP00885	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1138158		U		n/a (sex unknown)																		PASS	..	n/a (sex unknown)	..																								Russian.SDG				
	HGDP00892.SDG	HGDP00892	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1137871		M		..																		PASS	..	..	..																								Russian.SDG				
	HGDP00888.SDG	HGDP00888	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1139715		M		..																		PASS	..	..	..																								Russian.SDG				
	HGDP01074.SDG	HGDP01074	..			BergstromScience2020		0	0	present		Sardinian.SDG	Sardinia	Italy	40	9		..	..	1139447		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	Sardinia	Sardinia	Modern	0.0	0.834	0.01	0.115033	0.107	0.746	0.147	0.012	0.014	0.017	8.6	0.115033	Use	Sardinia_Modern	Sardinia_Modern	Sardinia_Modern	Sardinia_Modern	0.069136
	HGDP00671.SDG	HGDP00671	..			BergstromScience2020		0	0	present		Sardinian.SDG	Sardinia	Italy	40	9		..	..	1140137		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	Sardinia	Sardinia	Modern	0.0	0.803	0.012	0.010318	0.132	0.702	0.165	0.013	0.015	0.017	9.7	0.010318	Use	Sardinia_Modern	Sardinia_Modern	Sardinia_Modern	Sardinia_Modern	0.376107
	HGDP00514.SDG	HGDP00514	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1135383		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.7	0.013	0.002128	0.103	0.453	0.444	0.013	0.015	0.019	23.4	0.002128	Use	Ignore_France.Switzerland_Modern	Ignore_France_Modern	Ignore_France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	0.0
	HGDP01157.SDG	HGDP01157	..			BergstromScience2020	Modern	0	0	present		Italian_North.SDG	..	Italy	46	10	Shotgun.diploid		..	1139835		U		n/a (sex unknown)																		PASS	..	n/a (sex unknown)	..																								Italian_North.SDG				
	HGDP00894.SDG	HGDP00894	..			BergstromScience2020	Modern	0	0	present		Russian.SDG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid		..	1139024		M		..																		PASS	..	..	..																								Russian.SDG				
	HGDP01164.SDG	HGDP01164	..			BergstromScience2020	Modern	0	0	present		Italian_North.SDG	..	Italy	43	11	Shotgun.diploid		..	1136234		M		..																		PASS	..	..	..																								Italian_North.SDG				
	HGDP01156.SDG	HGDP01156	..			BergstromScience2020	Modern	0	0	present		Italian_North.SDG	..	Italy	46	10	Shotgun.diploid		..	1138564		F		n/a (female)																		PASS	..	n/a (female)	..																								Italian_North.SDG				
	HGDP00561.SDG	HGDP00561	..			BergstromScience2020	Modern	0	0	present		Druze.SDG	Carmel	Israel	32	35	Shotgun.diploid		..	1135599		F		n/a (female)																		PASS	..	n/a (female)	..																								Druze.SDG				
	HGDP01073.SDG	HGDP01073	..			BergstromScience2020		0	0	present		Sardinian.SDG	Sardinia	Italy	40	9		..	..	1140425		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	Sardinia	Sardinia	Modern	0.0	0.818	0.011	5e-06	0.129	0.737	0.134	0.013	0.015	0.017	7.9	5e-06	Use	Ignore_Sardinia_Modern	Ignore_Sardinia_Modern	Ignore_Sardinia_Modern	Sardinia_Modern	0.016402
	HGDP00563.SDG	HGDP00563	..			BergstromScience2020	Modern	0	0	present		Druze.SDG	Carmel	Israel	32	35	Shotgun.diploid		..	1140376		F		n/a (female)																		PASS	..	n/a (female)	..																								Druze.SDG				
	HGDP01399.SDG	HGDP01399	..			BergstromScience2020	Modern	0	0	present		Adygei.SDG	Krasnodar	Russia	44	39	Shotgun.diploid		..	1137251		F		n/a (female)																		PASS	..	n/a (female)	..																								Adygei.SDG				
	HGDP00797.SDG	HGDP00797	..			PattersonGenetics2012		0	..	0		Orcadian	Orkney Islands	United Kingdom	59	-3		..	..	591845		F	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	..	HumanOrigins	1.0	1.0	1.0	0.0	1.0	Scotland	Scotland.Orkney	Modern	0.0	0.667	0.014	0.264371	0.14	0.403	0.457	0.014	0.016	0.019	24.1	0.264371	Use	Scotland_Modern	Scotland.Orkney_Modern	Scotland_Modern	Scotland_Modern	0.175399
	HGDP01375.SDG	HGDP01375	..			BergstromScience2020		0	0	present		Basque.SDG	..	France	43	0		..	..	1139134		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.724	0.011	0.106734	0.142	0.548	0.31	0.013	0.015	0.018	17.2	0.106734	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern	France.Switzerland_Modern	0.591297
	HGDP01065.SDG	HGDP01065	..			BergstromScience2020		0	0	present		Sardinian.SDG	Sardinia	Italy	40	9		..	..	1139489		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	Sardinia	Sardinia	Modern	0.0	0.832	0.01	0.000231	0.111	0.726	0.163	0.012	0.015	0.017	9.6	0.000231	Use	Ignore_Sardinia_Modern	Ignore_Sardinia_Modern	Ignore_Sardinia_Modern	Sardinia_Modern	0.474144
	HGDP00572.SDG	HGDP00572	..			BergstromScience2020	Modern	0	0	present		Druze.SDG	Carmel	Israel	32	35	Shotgun.diploid		..	1138707		F		n/a (female)																		PASS	..	n/a (female)	..																								Druze.SDG				
	HGDP00573.SDG	HGDP00573	..			BergstromScience2020	Modern	0	0	present		Druze.SDG	Carmel	Israel	32	35	Shotgun.diploid		..	1139654		F		n/a (female)																		PASS	..	n/a (female)	..																								Druze.SDG				
	HGDP01066.SDG	HGDP01066	..			BergstromScience2020		0	0	present		Sardinian.SDG	Sardinia	Italy	40	9		..	..	1139134		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	Sardinia	Sardinia	Modern	0.0	0.825	0.01	5.3e-05	0.131	0.753	0.116	0.012	0.014	0.016	7.3	5.3e-05	Use	Ignore_Sardinia_Modern	Ignore_Sardinia_Modern	Ignore_Sardinia_Modern_highEEF	Sardinia_Modern	0.000521
	HGDP00808.SDG	HGDP00808	..			PattersonGenetics2012		0	..	0		Orcadian	Orkney Islands	United Kingdom	59	-3		..	..	592437		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	..	HumanOrigins	1.0	1.0	1.0	0.0	1.0	Scotland	Scotland.Orkney	Modern	0.0	0.654	0.013	0.82999	0.164	0.362	0.474	0.014	0.017	0.02	23.7	0.82999	Use	Scotland_Modern	Scotland.Orkney_Modern	Scotland_Modern	Scotland_Modern	0.624508
	HGDP00583.SDG	HGDP00583	..			BergstromScience2020	Modern	0	0	present		Druze.SDG	Carmel	Israel	32	35	Shotgun.diploid		..	1139060		F		n/a (female)																		PASS	..	n/a (female)	..																								Druze.SDG				
	HGDP01166.SDG	HGDP01166	..			BergstromScience2020	Modern	0	0	present		Italian_North.SDG	..	Italy	43	11	Shotgun.diploid		..	1139913		M		..																		PASS	..	..	..																								Italian_North.SDG				
	HGDP00807.SDG	HGDP00807	..			PattersonGenetics2012		0	..	0		Orcadian	Orkney Islands	United Kingdom	59	-3		..	..	592631		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	..	HumanOrigins	1.0	1.0	1.0	0.0	1.0	Scotland	Scotland.Orkney	Modern	0.0	0.67	0.013	0.828295	0.149	0.377	0.475	0.014	0.017	0.02	23.8	0.828295	Use	Scotland_Modern	Scotland.Orkney_Modern	Scotland_Modern	Scotland_Modern	0.894047
	HGDP01387.SDG	HGDP01387	..			BergstromScience2020	Modern	0	0	present		Adygei.SDG	Krasnodar	Russia	44	39	Shotgun.diploid		..	1136750		F		n/a (female)																		PASS	..	n/a (female)	..																								Adygei.SDG				
	HGDP01367.SDG	HGDP01367	..			BergstromScience2020		0	0	present		Basque.SDG	..	France	43	0		..	..	1134273		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.716	0.011	0.123759	0.165	0.53	0.305	0.013	0.015	0.018	16.9	0.123759	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern	France.Switzerland_Modern	0.907794
	HGDP00534.SDG	HGDP00534	..			BergstromScience2020		0	0	present		French.SDG	..	France	46	2		..	..	1139830		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	..	PASS	..	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	France.Switzerland	France	Modern	0.0	0.698	0.012	0.384176	0.138	0.448	0.414	0.013	0.015	0.018	23.0	0.384176	Use	France.Switzerland_Modern	France_Modern	France.Switzerland_Modern_highSteppe	France.Switzerland_Modern	2e-06
	HGDP00670.SDG	HGDP00670	..			BergstromScience2020		0	0	present		Sardinian.SDG	Sardinia	Italy	40	9		..	..	1140810		M	n/a (no relatives detected)	..																n/a (modern)	..	PASS	..	..	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	Sardinia	Sardinia	Modern	0.0	0.839	0.011	0.000448	0.108	0.759	0.133	0.012	0.014	0.016	8.3	0.000448	Use	Ignore_Sardinia_Modern	Ignore_Sardinia_Modern	Ignore_Sardinia_Modern_highEEF	Sardinia_Modern	0.071204
	HGDP00582.SDG	HGDP00582	..			BergstromScience2020	Modern	0	0	present		Druze.SDG	Carmel	Israel	32	35	Shotgun.diploid		..	1139002		F		n/a (female)																		PASS	..	n/a (female)	..																								Druze.SDG				
	HGDP00579.SDG	HGDP00579	..			BergstromScience2020	Modern	0	0	present		Druze.SDG	Carmel	Israel	32	35	Shotgun.diploid		..	1129419		F		n/a (female)																		PASS	..	n/a (female)	..																								Druze.SDG				
	HGDP00649.SDG	HGDP00649	..			BergstromScience2020	Modern	0	0	present		BedouinB.SDG	..	Israel	31	35	Shotgun.diploid		..	1138101		F		n/a (female)																		PASS	..	n/a (female)	..																								BedouinB.SDG				
	HGDP00651.SDG	HGDP00651	..			BergstromScience2020	Modern	0	0	present		BedouinB.SDG	..	Israel	31	35	Shotgun.diploid		..	1137150		F		n/a (female)																		PASS	..	n/a (female)	..																								BedouinB.SDG				
